Job Name ,Job Link,Job Description,Job Location,Company Name
Technical Office Manager,https://wuzzuf.net/jobs/p/uxTek9YgGHTj-Technical-Office-Manager-Decorative-Glass-And-Arab-Union-Glass-Group-Cairo-Egypt,Full TimeOn-siteManager · 5 - 7 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Engineering · Project Management · Technical Office Engineering · CAD Software · Microsoft Office,"Obour City, Cairo, Egypt ",Decorative Glass And Arab Union Glass Group -
Operations Engineer (Renewable Energy),https://wuzzuf.net/jobs/p/g/tvVOadz2bNuL-Operations-Engineer-Renewable-Energy-avua-Dubai-United-Arab-Emirates,Full TimeNot specified · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Engineering · Operations · Information Technology (IT) · Computer Science · Mechanical Engineering · Management · Maintenance,"Dubai, United Arab Emirates ",avua -
Principal Mechanical Engineer,https://wuzzuf.net/jobs/p/g/9PcWUrRq6Wmt-Principal-Mechanical-Engineer-Syska-Hennessy-Group-Dubai-United-Arab-Emirates,Full TimeExperienced · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Mechanical Engineering · Engineering · AutoCAD · Maintenance · HVAC · Electrical Engineering · Mechanical,"Dubai, United Arab Emirates ",Syska Hennessy Group -
Security Manager,https://wuzzuf.net/jobs/p/8NnshDqho4OE-Security-Manager-Cairo-Egypt,Full TimeOn-siteManager · 10 - 12 Yrs of Exp · males_only · Other · Leadership · Security · Security manager,"New Cairo, Cairo, Egypt ",Confidential -
Sales Supervisor,https://wuzzuf.net/jobs/p/g/Hrbq8dSFsyvD-Sales-Supervisor-BaseTeam-Recruitment-Makkah-Saudi-Arabia,Full TimeExperienced · Customer Service/Support · Medical/Healthcare · Sales/Retail · Sales · Sales Skills · Sales Target · Customer Service · FMCG · Customer Support · Customer Care,"Makkah, Saudi Arabia ",BaseTeam Recruitment -
Digital Marketing Executive,https://wuzzuf.net/jobs/p/v7LjBWWKBxHo-Digital-Marketing-Executive-KIG-Konnice-Sharqia-Egypt,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital · Digital Marketing · E-Marketing · Marketing · Social Media · digital marketing · Communication · Skills,"10th of Ramadan City, Sharqia, Egypt ",KIG Konnice -
Sales Engineer (mechanical engineering software),https://wuzzuf.net/jobs/p/M8cagnVdoq9L-Sales-Engineer-mechanical-engineering-software-GloBAS-Group-Dubai-United-Arab-Emirates,Full TimePart TimeRemoteExperienced · 2 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Sales/Retail · CFD · ANSYS · CRADLE · Nastran · Autodesk Revit · Sales · B2B,"Dubai, United Arab Emirates ",GloBAS Group -
Director of Marketing & Communications,https://wuzzuf.net/jobs/p/g/wBIkPa5ecCrZ-Director-of-Marketing-Communications-Bayut-KSA-Riyadh-Saudi-Arabia,Full TimeManager · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Media · Social Media · E-marketing · Market Research · Sales · Management,"Riyadh, Saudi Arabia ",Bayut KSA -
Warehouse Assistant Manager,https://wuzzuf.net/jobs/p/hZoZP3rMpaKB-Warehouse-Assistant-Manager-Logistica-Giza-Egypt,Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Logistics · Management · Retail · Supply Chain · supply chain management · Warehouse Management · B2B · retail industry,"6th of October, Giza, Egypt ",Logistica -
Business Development Engineer,https://wuzzuf.net/jobs/p/qZOIhZuhBxbk-Business-Development-Engineer-Floortec-Giza-Egypt,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Business Development · Sales/Retail · Civil Engineering · Engineering · Management · Sales · Business Development · Outdoor Sales · Sales Planning,"Sheikh Zayed, Giza, Egypt ",Floortec -
Electrical Site Engineer,https://wuzzuf.net/jobs/p/XWexW7Z7YQvt-Electrical-Site-Engineer-SIGMA-Alexandria-Egypt,Full TimeOn-siteExperienced · 12 - 16 Yrs of Exp · males_only · Engineering - Oil & Gas/Energy · Electrical Engineering · Electrical,"Ameria, Alexandria, Egypt ",SIGMA -
Electrical Engineer,https://wuzzuf.net/jobs/p/etRVatSe6Lsm-Electrical-Engineer-Alivo-steel-Giza-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical Engineering · Factories · Manufacturing · Electrical · Communication · Design · Engineering · Mechanical Engineering,"6th of October, Giza, Egypt ",Alivo steel -
SEO Expert,https://wuzzuf.net/jobs/p/3vjpIAP26CsE-SEO-Expert-Second-Step-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Analyst/Research · Digital Marketing · SEO · Google Ads · google · Google search console · Social Media · google tag manager,"New Cairo, Cairo, Egypt ",Second Step  -
Quality Control Engineer,https://wuzzuf.net/jobs/p/i8MnoxG9qZCk-Quality-Control-Engineer-Egyptian-German-Automotive-Giza-Egypt,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Operations/Management · Quality · Automotive · Communication skills · Control · Engineering · Leadership · Quality Control · English · Quality Assurance,"6th of October, Giza, Egypt ",Egyptian German Automotive -
IT Supervisor,https://wuzzuf.net/jobs/p/ttk6T7DB9NNh-IT-Supervisor-Cairo-Egypt,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Engineering · CCNP · Computer Science · ERP · Information Technology (IT) · Network Administration,"Nasr City, Cairo, Egypt ",Confidential -
Reliability Engineer I,https://wuzzuf.net/jobs/p/g/g7wtdcvtK09W-Reliability-Engineer-I-North-Oil-Company-Qatar-Doha-Qatar,Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Computer Science · Information Technology (IT) · Java · Python · AWS · Software Engineering,"Doha, Qatar ",North Oil Company Qatar -
Procurement Strategy Specialist,https://wuzzuf.net/jobs/p/g/HKadGqXk5h8V-Procurement-Strategy-Specialist-Nassau-County-Doha-Qatar,Full TimeExperienced · Administration · Logistics/Supply Chain · Purchasing/Procurement · Procurement · Purchasing · Supply Chain · Logistics · Microsoft Office · ERP · Communication Skills,"Doha, Qatar ",Nassau County -
Senior Indirect Real Estate Consultant,https://wuzzuf.net/jobs/p/m6WPX1K597p4-Senior-Indirect-Real-Estate-Consultant-Value-Development-Cairo-Egypt,Full TimeOn-siteExperienced · 4 - 9 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · broker · Real Estate · sales skills · Communication skills · Management · Sales Target,"New Cairo, Cairo, Egypt ",Value Development -
Electrical Maintenance Engineer,https://wuzzuf.net/jobs/p/yviIhbpRl3uJ-Electrical-Maintenance-Engineer-Koning-Food-Industries-Sharqia-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · males_only · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical manufacturing · Maintenance · Manufacturing · Electrical Engineering · Electrical · Communication · Engineering,"10th of Ramadan City, Sharqia, Egypt ",Koning Food Industries -
Senior Foreign Procurement Specialist,https://wuzzuf.net/jobs/p/dOExlN0vCkv3-Senior-Foreign-Procurement-Specialist-Cairo-Egypt,Full TimeOn-siteExperienced · 5 - 6 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Foreign Procurement · foreign · Logistics · Procurement · Purchasing,"Nasr City, Cairo, Egypt ",Confidential -
Electrical Engineer,https://wuzzuf.net/jobs/p/jtde887eVkSL-Electrical-Engineer-Marseilia-Alexandria-Egypt,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Electrical · Electrical Engineering · AutoCAD · DIALux,"Alexandria, Egypt ",Marseilia -
Quality Control Specialist - Chemical,https://wuzzuf.net/jobs/p/g/M4OEH32V81JV-Quality-Control-Specialist---Chemical-SAUDIBIO---سعودي-بايو-Riyadh-Saudi-Arabia,Full TimeExperienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Quality · Engineering · QC · QA · Computer Science,"Riyadh, Saudi Arabia ",SAUDIBIO - سعودي بايو -
Planning & Performance Manager,https://wuzzuf.net/jobs/p/g/BwTEl8MFTnCn-Planning-Performance-Manager-Panda-Retail-Company-–-Savola-Group-Makkah-Saudi-Arabia,Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Planning · Sales · Marketing · Sales Skills · Engineering · Business Planning · Business Development,"Makkah, Saudi Arabia ",Panda Retail Company – Savola Group -
Admin Executive Assistant,https://wuzzuf.net/jobs/p/g/YUgisgz2dbQK-Admin-Executive-Assistant-Skills-Hub-Recruitment-Solutions-Dubai-United-Arab-Emirates,Full TimeEntry Level · Administration · Customer Service/Support · Human Resources · Administration · Office Management · Secretary · Microsoft Office · Admin · Admin Assistant · Computer Skills,"Dubai, United Arab Emirates ",Skills Hub Recruitment Solutions -
AI Engineer,https://wuzzuf.net/jobs/p/g/l9vbQXlT1AOg-AI-Engineer-UAE-General-Civil-Aviation-Authority-GCAA-Dubai-United-Arab-Emirates,Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Information Technology (IT) · Computer Science · Engineering · Python · Software Engineering · NLP,"Dubai, United Arab Emirates ",UAE General Civil Aviation Authority (GCAA) -
Boutique Manager,https://wuzzuf.net/jobs/p/g/bBfy2lM6vavU-Boutique-Manager-Nestlé-Nespresso-SA-Dubai-United-Arab-Emirates,Full TimeExperienced · Marketing/PR/Advertising · Sales/Retail · Fashion · sales · sales skills · english · sales target · retail · management · operations,"Dubai, United Arab Emirates ",Nestlé Nespresso SA -
Supply Chain Manager - Kuwait,https://wuzzuf.net/jobs/p/g/WdSZDZAkJy2F-Supply-Chain-Manager---Kuwait-Novo-Nordisk-Dubai-United-Arab-Emirates,Full TimeNot specified · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Supply Chain · Logistics · Management · Purchasing · Procurement · Microsoft Office · Warehousing,"Dubai, United Arab Emirates ",Novo Nordisk -
Project Engineer,https://wuzzuf.net/jobs/p/g/1LZiYNxilhyw-Project-Engineer-DHL-Global-Forwarding-Riyadh-Saudi-Arabia,Full TimeExperienced · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Engineering · Civil Engineering · Construction · Information Technology (IT) · Computer Science · Architecture,"Riyadh, Saudi Arabia ",DHL Global Forwarding -
Admin Assistant,https://wuzzuf.net/jobs/p/g/BUPL2dvo3AWp-Admin-Assistant-Zahr-Freighters-Dubai-United-Arab-Emirates,Full TimeEntry Level · Administration · Customer Service/Support · Operations/Management · Administration · Secretary · Office Management · Microsoft Office · Admin Assistant · Admin · Computer Skills,"Dubai, United Arab Emirates ",Zahr Freighters -
Category Development Specialist - Kuwait,https://wuzzuf.net/jobs/p/g/0uYb2rwQ57E8-Category-Development-Specialist---Kuwait-Arla-Foods-Kuwait-City-Kuwait,Full TimeNot specified · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Microsoft Office,"Kuwait City, Kuwait ",Arla Foods -
"Distributor Sales Manager, Saudi Arabia",https://wuzzuf.net/jobs/p/g/gRN82ovQ44o7-Distributor-Sales-Manager-Saudi-Arabia-Topcon-Positioning-Systems-Dubai-United-Arab-Emirates,Full TimeEntry Level · Business Development · Customer Service/Support · Sales/Retail · Sales · Sales Skills · Indoor Sales · Outdoor Sales · Customer Service · Customer Support · Customer Care,"Dubai, United Arab Emirates ",Topcon Positioning Systems -
Solutions Architect,https://wuzzuf.net/jobs/p/g/SKa4tjzqdv0Q-Solutions-Architect-Cloudera-Riyadh-Saudi-Arabia,Full TimeExperienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture,"Riyadh, Saudi Arabia ",Cloudera -
Operation Executive Warehouse,https://wuzzuf.net/jobs/p/g/G5VuhD8F5C5x-Operation-Executive-Warehouse-Al-Tayer-Insignia-Dubai-United-Arab-Emirates,Full TimeNot specified · Administration · Logistics/Supply Chain · Operations/Management · Operations · Logistics · Supply Chain · Administration · Customer Service · Microsoft Office · Sales,"Dubai, United Arab Emirates ",Al Tayer Insignia -
AUH - Regional Business Support Manager (HEO),https://wuzzuf.net/jobs/p/g/rfhHBGG82aQQ-AUH---Regional-Business-Support-Manager-HEO-Department-for-Business-and-Trade-Dubai-United-Arab-Emirates,Freelance / ProjectExperienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · managing · management · manage · overseeing · ukvi,"Dubai, United Arab Emirates ",Department for Business and Trade -
Quality Control Supervisor,https://wuzzuf.net/jobs/p/g/6Z8AeVqqpKPr-Quality-Control-Supervisor-SPIMACO-Riyadh-Saudi-Arabia,Full TimeExperienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Quality · Engineering · QC · Computer Science · Information Technology (IT),"Riyadh, Saudi Arabia ",SPIMACO -
Crew Hotels & Allowances Specialist (Contracts & Allowances),https://wuzzuf.net/jobs/p/g/HOiQOqmXliUZ-Crew-Hotels-Allowances-Specialist-Contracts-Allowances-Qatar-Airways-Doha-Qatar,Full TimeEntry Level · Hospitality/Hotels/Food Services · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · building maintenance · chef · customer service · electrical · hotels,"Doha, Qatar ",Qatar Airways -
Talent Management Specialist,https://wuzzuf.net/jobs/p/g/nOA3wHY8g9QN-Talent-Management-Specialist-United-Real-Estate-Company-URC-Kuwait-City-Kuwait,Full TimeExperienced · Customer Service/Support · Human Resources · Marketing/PR/Advertising · Human Resources (HR) · Recruitment · Talent Acquisition · Interviewing · HR · Microsoft Office · English,"Kuwait City, Kuwait ",United Real Estate Company (URC) -
Business Development Representative,https://wuzzuf.net/jobs/p/g/OF7Dl1vtaoNx-Business-Development-Representative-Saybolt-Pakistan-Limited-Dubai-United-Arab-Emirates,Full TimeEntry Level · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Customer Support,"Dubai, United Arab Emirates ",Saybolt Pakistan Limited -
Learning & Development Specialist,https://wuzzuf.net/jobs/p/g/MMXq23vZuxIY-Learning-Development-Specialist-UNITED-STEEL-INDUSTRIAL-CO-Kuwait-City-Kuwait,Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Education · Learning · Training · Information Technology (IT) · Computer Science · Teaching · E-Learning,"Kuwait City, Kuwait ",UNITED STEEL INDUSTRIAL CO. -
Administrator - Supplier Relations,https://wuzzuf.net/jobs/p/g/mX5z4C6zxsPm-Administrator---Supplier-Relations-dnata-Dubai-United-Arab-Emirates,Full TimeExperienced · Administration · Customer Service/Support · Sales/Retail · Administration · Microsoft Office · Office Management · Business Administration · Admin · Secretary · Customer Service,"Dubai, United Arab Emirates ",dnata -
IT Executive,https://wuzzuf.net/jobs/p/g/IgDthG9IYAus-IT-Executive-Anantara-Hotels-Resorts-Doha-Qatar,Full TimeEntry Level · Customer Service/Support · IT/Software Development · Sales/Retail · Information Technology (IT) · Sales · Sales Skills · Computer Science · IT Sales · Sales Target · Customer Service,"Doha, Qatar ",Anantara Hotels & Resorts -
Manager – Model Development,https://wuzzuf.net/jobs/p/g/HwFKjBIFjLmp-Manager-–-Model-Development-Abu-Dhabi-Commercial-Bank-Dubai-United-Arab-Emirates,Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Marketing · Sales Target · Management · Customer Service,"Dubai, United Arab Emirates ",Abu Dhabi Commercial Bank -
Senior Business Development Manager,https://wuzzuf.net/jobs/p/g/EJh4RzODlpUI-Senior-Business-Development-Manager-Shine---Event-Staffing-Riyadh-Saudi-Arabia,Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Microsoft Office,"Riyadh, Saudi Arabia ",Shine - Event Staffing -
Reservation Manager,https://wuzzuf.net/jobs/p/g/p9460UntWU5N-Reservation-Manager-Black-Pearl-Consult-Dubai-United-Arab-Emirates,Full TimeExperienced · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel · Reservation · Tourism · Customer Care · Customer Service · Customer Support · Travel · Management,"Dubai, United Arab Emirates ",Black Pearl Consult -
Review & Objections Senior Specialist,https://wuzzuf.net/jobs/p/g/AVdpm0UiySCD-Review-Objections-Senior-Specialist-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia,Full TimeExperienced · Writing/Editorial · IT/Software Development · Quality · Translation · Writing · Editing · Reviewing · Quality · Localization · Computer Science,"Riyadh, Saudi Arabia ","Zakat, Tax and Customs Authority -"
